respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.2505320278656393,0.27394134225159106
26708,0.11423319656393986,0.03542915350403316
26709,0.4574836634901155,0.7646874323871667
26710,0.8247609709210628,0.9024435839666074
26711,0.5240866920159867,0.5083107903918442
26712,0.9369976173033931,0.9833059431402751
26713,0.5565741948812638,0.6594081366986156
26714,0.467514982341517,0.16933351355650172
26715,0.06004934531264586,0.11025251283666154
26716,0.5729220061544833,0.9262727843842231
26717,0.031024169231348073,0.4564723146579848
26718,0.5767895532065122,0.6214936550038183
26719,0.2025674347272584,0.9514724064610881
26720,0.03965607017986163,0.24610405932876905
26721,0.6047414128178488,0.47557400503390884
26722,0.21029844031950015,0.1277517800177078
26723,0.9471768851449041,0.9385316973683081
26724,0.07121506310372853,0.7583825150891519
26725,0.011381906204950845,0.04202402948055042
26726,0.11756297144162794,0.05176693194491077
26727,0.7629624755054595,0.9385471447836258
26728,0.5414211498185909,0.6469255009355832
26729,0.4259247591900417,0.833413029665642
26730,0.12482879930701167,0.19280917093117325
26731,0.0688985677055471,0.3054119192628637
26732,0.2326382719373032,0.14898171818409378
26733,0.9943100305217528,0.9820280964916348
26734,0.9346977713728729,0.4574449584024301
26735,0.21679806507276522,0.30446538861933103
26736,0.1819604842249944,0.18197578135082795
26737,0.1383294537319781,0.08680053838465601
26738,0.9310222369556095,0.9138398039022906
26739,0.33468252919207425,0.23628224368136255
26740,0.27958005175909834,0.10199745295673242
26741,0.1809150235765404,0.92333391263857
26742,0.2662006280986984,0.41815362608116446
26743,0.18498898739211989,0.5250553596764795
26744,0.10244198161149369,0.7664062863081043
26745,0.07777036508419205,0.9208652667685724
26746,0.4200118144902923,0.38908755480043844
26747,0.15366332167263627,0.1583080351730797
26748,0.2603262079615093,0.06301646712863491
26749,0.236475119356678,0.7124130041931908
26750,0.7389675189437663,0.868044369394354
26751,0.7725368868396914,0.8065421173703092
26752,0.2583485977738537,0.06865255874778507
26753,0.5914526360806518,0.6776401643143567
26754,0.2879176255612785,0.6094080271629062
26755,0.28060335817524085,0.4909874799077077
26756,0.04489497359524592,0.028494756602756424
26757,0.3596200092249167,0.5120193774179367
26758,0.8174649666068158,0.8566883527159571
26759,0.05964032835240258,0.19101162257500942
26760,0.1714427446433842,0.11723063347772252
26761,0.6540281934028963,0.7621586166838193
26762,0.4229060056978696,0.9020594294026231
26763,0.9761883268807721,0.974301919803814
26764,0.995515329852047,0.9878541838447418
26765,0.07778682252434578,0.7049390119460403
26766,0.34356996016430025,0.1875583056467304
26767,0.969919991822407,0.7349838917607115
26768,0.04178766913099504,0.4378942305035404
26769,0.14128161564299063,0.1475547735443111
26770,0.09748697619623117,0.5510966707231422
26771,0.05228079806229969,0.12218304150925732
26772,0.15193724057033803,0.5595275772668291
26773,0.087737060005402,0.3031978095364609
26774,0.08124790488778282,0.44116857314120006
26775,0.07896411349704929,0.4260870728939176
26776,0.6901622371163697,0.4046681219929233
26777,0.2753443349993921,0.941063780508843
26778,0.16938573746702162,0.047349662388066
26779,0.4528534290166435,0.6852561307600582
26780,0.14042540770751372,0.9499683797406046
26781,0.16310805117883218,0.41044903266225097
26782,0.20952259446035185,0.3408899206393372
26783,0.08259307466975106,0.26646784337996876
26784,0.17127588851223013,0.8700943695284474
26785,0.7344723478212172,0.6235298132188406
26786,0.1193167398833605,0.22958925544466352
26787,0.11306709229661657,0.5906869475977135
26788,0.08449297701181022,0.912325446082461
26789,0.04034302041757677,0.21661332393131613
26790,0.05905182715676592,0.18451509197015617
26791,0.1529693400228914,0.09411426612967995
26792,0.18875171623540593,0.7620485716102259
26793,0.35794600652515474,0.9622742532137999
26794,0.8233193959319735,0.8609183103166897
26795,0.20273747717135726,0.9819717371295105
26796,0.08309275973342396,0.04086482595769779
26797,0.43051356803495483,0.803079144407973
26798,0.5089206791448649,0.2564581959875456
26799,0.5295289296525846,0.43784109526590875
26800,0.14631891733266625,0.966841250262081
26801,0.5490984738483333,0.2913682309607644
26802,0.22077135358980784,0.22525479893649375
26803,0.09474876829170444,0.17928860494998491
26804,0.07890026400453218,0.06273292894979458
26805,0.15023986769975742,0.13527271210704603
26806,0.04700193661957665,0.9293609980691813
26807,0.6638786298000408,0.8485083080128407
26808,0.12377322928690038,0.3786173107905524
26809,0.8504597799027842,0.2788902188707873
26810,0.1379295739057179,0.11678075113303522
26811,0.0579841749633165,0.05905189192156642
26812,0.47582009747319987,0.8994075652948595
26813,0.7554652935990346,0.3751819984274591
26814,0.05420047425562919,0.7144122902909236
26815,0.02533906770242848,0.03287190857489201
26816,0.12431797705649482,0.13663608318507883
26817,0.06064732616531298,0.527759120598887
26818,0.38580219372118846,0.33797148707111047
26819,0.3774297739156783,0.21896904853789487
26820,0.22129743509107808,0.19312518052392263
26821,0.1052824795692037,0.6667368318749505
26822,0.15788069341500158,0.7797270596266409
26823,0.48122716046437053,0.45431027531877644
26824,0.051976836745699966,0.693039133056262
26825,0.7442130355939228,0.6761736974754768
26826,0.13811450639284806,0.739428379215729
26827,0.033893096461366165,0.09009195572506012
26828,0.07533171790211021,0.37171250993306865
26829,0.9491561342191748,0.9464568232990214
26830,0.050600137731634964,0.8400295725985646
26831,0.35693598018950107,0.8970953573960843
26832,0.07585077476121804,0.8381454919639649
26833,0.05704703174202978,0.5902337819719446
26834,0.4109491703200713,0.5302703514381356
26835,0.5649617330185691,0.8876116614505167
26836,0.5647719533309588,0.7253964225318377
26837,0.3026918841940703,0.04074892083654929
26838,0.34009708831272517,0.48031413380364885
26839,0.1613106501039101,0.566633724629939
26840,0.2198030184026041,0.11326690911976543
26841,0.7781221460818585,0.8426196213771998
26842,0.19181213287902893,0.18541988746248333
26843,0.15161997632770355,0.04451005219848687
26844,0.0848011491638696,0.3425420226351738
26845,0.08688908786631794,0.7553674364883747
26846,0.12027556954282727,0.8555818368090229
26847,0.7692406459017708,0.15390202350132473
26848,0.056436830684576576,0.7358320156047544
26849,0.7292032076867907,0.6988606923265304
26850,0.80960747094049,0.6196475449837902
26851,0.09445336901929409,0.061239048658318106
26852,0.11374511698477051,0.05565567901334171
26853,0.5560077270514391,0.5183004365887695
26854,0.04403441485129441,0.05036919173706035
26855,0.6774831376418918,0.8812581809510663
26856,0.1288594220664514,0.02407283442396161
26857,0.7851173005976688,0.19338902200519698
26858,0.2996243732633108,0.6505528467123115
26859,0.08256754295834692,0.0798447713239776
26860,0.4137076669044922,0.16094586378196635
26861,0.09406212288202684,0.1084452235695012
26862,0.07828428217437923,0.21352516227600757
26863,0.1754817070198321,0.45149042371322096
26864,0.5831955186839312,0.34959437701822804
26865,0.076992272287666,0.032278805546645625
26866,0.1400940791035445,0.6759316590102956
26867,0.4737067833598448,0.2183934633753879
26868,0.9712302147776042,0.9621609070589129
26869,0.04353827519496006,0.16437731971661163
26870,0.9093802863345135,0.9089293898948866
26871,0.04267091060227602,0.033915674786502516
26872,0.11570200067627157,0.23944303986126328
26873,0.14266172791381249,0.6742011320032001
26874,0.15400528249961995,0.1281683690924344
26875,0.5749797420632503,0.8556704734970322
26876,0.1611465623587104,0.05187354002090933
26877,0.2348847528491623,0.142473998023368
26878,0.267089390123669,0.2623780667666535
26879,0.01700864954866425,0.03142383457384591
26880,0.18038375151529487,0.09496894297305829
26881,0.0567958570778086,0.06630590586813233
26882,0.0586710457704783,0.04476570678918516
26883,0.24428715955572733,0.32345428184466163
26884,0.41695078265862145,0.21961784072001297
26885,0.6061063852568498,0.7727256575503181
26886,0.20112596206548292,0.8562576517098004
26887,0.9206954984058084,0.9149547640310058
26888,0.9870611975653486,0.979085832473133
26889,0.023834659691185346,0.09700992523666903
26890,0.15765564645038085,0.40363820494617975
26891,0.9132493312292237,0.8190915948419387
26892,0.1676336785092893,0.7486539505709758
26893,0.07906953445994051,0.09468687357996952
26894,0.5574450879565797,0.27056643183974854
26895,0.10425067883325406,0.8950317911751252
26896,0.1320714043672438,0.042120938783374716
26897,0.15381494615885585,0.6259153836059499
26898,0.3364223176597289,0.6159090716917426
26899,0.04064482977716695,0.03988436010111963
26900,0.27469892149210867,0.18896314896586333
26901,0.06787006302053705,0.5084259396435422
26902,0.34349602340299507,0.9375557730708285
26903,0.40756631455736103,0.09160583015044646
26904,0.209557553529039,0.3581353999677739
26905,0.6050848449585503,0.8864226858529064
26906,0.05342846991052719,0.2716707348737445
26907,0.02802036103191135,0.5527295106302633
26908,0.11853005776358325,0.7888195558495423
26909,0.3428968175049087,0.23031411032937457
26910,0.11218412427950843,0.2218200118856189
26911,0.11980737190832166,0.07687023715692441
26912,0.8134859003766998,0.9526232472020923
26913,0.8290824792342972,0.8219324953971258
26914,0.06997395444196967,0.14054120073968743
26915,0.14952275218473926,0.5431155036655527
26916,0.06533339193649344,0.33506431146803906
26917,0.0225432776587272,0.05675530950146662
26918,0.98265171712673,0.980787981394826
26919,0.1141245070946837,0.4862845236008133
26920,0.03510426300911945,0.09270989409296608
26921,0.2886344798426552,0.9247918675432121
26922,0.10346969009606903,0.8215696946538089
26923,0.5571115289550401,0.6142058740710155
26924,0.9704950103617398,0.9826158568121142
26925,0.44657049158393797,0.8473572872055849
26926,0.7620612246122318,0.6366327657887354
26927,0.710000585413579,0.7605825120474167
26928,0.12373098927731212,0.4891221307718471
26929,0.24154075385752202,0.19964466782667503
26930,0.8790480275743764,0.9179764603585812
26931,0.43881783268108193,0.44154520082856313
26932,0.31801761103776255,0.9603791756374309
26933,0.04709523225448496,0.5793763454397878
26934,0.5373755303063564,0.5732500864602672
26935,0.21391176612883073,0.47426887167385995
26936,0.5010375816699532,0.20878882390971248
26937,0.4479409167310315,0.8021107418465936
26938,0.05373857919850196,0.03455524126553484
26939,0.173760757583284,0.08643857513479086
26940,0.21484190449643936,0.17362766538875518
26941,0.35131149522122623,0.4506647279917614
26942,0.8907792531623338,0.8654707864902557
26943,0.16371582410038188,0.634986654856976
26944,0.08520163039564929,0.1369677590415788
26945,0.1241514793299169,0.6163139650417848
26946,0.14438033225404515,0.7044584265020177
26947,0.6353760966680804,0.6400474385211635
26948,0.08419401661521286,0.04153513555638653
26949,0.0656786687773485,0.055362633660052306
26950,0.11812474552788527,0.5936696056580892
26951,0.22435449028757845,0.3231855327241576
26952,0.9584360357287007,0.9520794842681384
26953,0.7070138886683875,0.9593206031794286
26954,0.016559735380407392,0.0784564752927071
26955,0.20032965361491661,0.7174808857281576
26956,0.5212662504635436,0.18297223140072075
26957,0.09647909444829883,0.9712999008211819
26958,0.19652601097983402,0.8024945516861356
26959,0.12429660640195749,0.25035180250386807
26960,0.042211605696578634,0.040340797114945315
26961,0.6467179744516054,0.5047936286387216
26962,0.3042672792793175,0.8907889499685038
26963,0.23029124060026349,0.2666572400077799
26964,0.13213619410990488,0.2807613068575951
26965,0.818446633679372,0.9386256687530932
26966,0.13659535800242226,0.10220415447005332
26967,0.2058506547041954,0.537262364296314
26968,0.18585384955359796,0.9283285615275075
26969,0.1561258597928735,0.15119081729996425
26970,0.9375521466117857,0.49045296361608987
26971,0.2645617885001957,0.23647750565871714
26972,0.03875912412487747,0.015176891332300078
26973,0.10475272560670322,0.14716302883669202
26974,0.5706916670068024,0.35887831838097306
26975,0.4054782416708967,0.7735604167227971
26976,0.9798459538321608,0.6943214349258603
26977,0.3460920123676295,0.43678106824494156
26978,0.06758166215837685,0.8899768688442248
26979,0.8885671992541297,0.9084742240809015
26980,0.1034662174818593,0.08660225288909931
26981,0.04127649967266735,0.39585540910297307
26982,0.9488848237328398,0.940392669379206
26983,0.4630481275744553,0.5623926679119527
26984,0.04476402572834835,0.10824418196284445
26985,0.08225192500115008,0.08171912141861842
26986,0.139338299645433,0.34129725546189593
26987,0.073435439452249,0.14988204357097995
26988,0.06009076642601454,0.10561194731925236
26989,0.8061818827593925,0.8586076919198413
26990,0.03047302538570372,0.08601563431646776
26991,0.26407697916131084,0.4539094355811383
26992,0.6821306532858482,0.48951976360089355
26993,0.1353341586132684,0.8704321928677199
26994,0.3908365564859874,0.28543363227461477
26995,0.10329017801284945,0.2600923895047706
26996,0.647374370921552,0.40066383508896025
26997,0.037237673661256424,0.030475919651704243
26998,0.10546607158785382,0.03574411416729178
26999,0.47620409865766083,0.4685772343061533
27000,0.11241225241535298,0.35537994783499394
27001,0.09157881479182257,0.83861327371393
27002,0.044307178109174394,0.26108715878456545
27003,0.013537269973378036,0.025375835002137432
27004,0.4178511459766866,0.26350074646083343
27005,0.6866331290430829,0.9077365311766376
27006,0.9465674951172275,0.9369717887423731
27007,0.02911294144037753,0.04206681124642771
27008,0.10073728469180927,0.04981303636609772
27009,0.21826170768419684,0.2595805514294337
27010,0.03845723967734748,0.10128886517607649
27011,0.10267858073493873,0.10550792943286293
27012,0.4976332004361855,0.597327207849557
27013,0.35909995440442544,0.40081026079873
27014,0.0823782116664668,0.2796888352494649
27015,0.37530692525377823,0.15531095502841885
27016,0.30230873491980514,0.3359991303784081
27017,0.8692053050101631,0.8595830398614092
27018,0.06488412812229309,0.25397688786183775
27019,0.9854093129853759,0.9801394352205841
27020,0.5626192533519411,0.20585453514563365
27021,0.47058976456179064,0.7096109546144211
27022,0.1594403296637313,0.19084629829541888
27023,0.18088795028030338,0.1874501642787615
27024,0.12971420806036196,0.363060563882517
27025,0.4925273479639753,0.07599010176530631
27026,0.044638528123556794,0.3471962994412117
27027,0.10916867971970906,0.859551637668079
27028,0.8321346768629855,0.9163125010622452
27029,0.32171828739078717,0.41685604568010465
27030,0.4862038887029497,0.19558892072370168
27031,0.7320218609490204,0.9234211024752563
27032,0.37337684898920986,0.636821417298083
27033,0.8508810190547501,0.802647154064932
27034,0.05863623394441742,0.7651094393978762
27035,0.587838101369652,0.5185761240964384
27036,0.5958144380251735,0.8029709420666321
27037,0.8838839216074348,0.8573606200703271
27038,0.018915830648626147,0.022535295424223337
27039,0.7437909297063798,0.9198163566367353
27040,0.22723656788930438,0.26378085526841366
27041,0.08557269541762962,0.642768604691065
27042,0.07790133013751413,0.6533973601628746
27043,0.7332749795169217,0.8077079832966162
27044,0.05818347304647037,0.05844359152741887
27045,0.16658924297573044,0.5314069134833938
27046,0.15094389855117216,0.1402737180731104
27047,0.7361691851405825,0.38258024485705316
27048,0.20636763398985758,0.4173054574417042
27049,0.4943672097047657,0.9158777712537769
27050,0.17154916749036841,0.5904609633590852
27051,0.17370069218266806,0.2845788524500698
27052,0.05205224431436929,0.13146926502106013
27053,0.9812565699892528,0.9729987991760611
27054,0.08740927542946972,0.05291853204800272
27055,0.08602341061485118,0.8703436338978301
27056,0.21527850798367423,0.06250286519631464
27057,0.02730362810364911,0.015350438571004653
27058,0.9809306476298393,0.947143106990222
27059,0.17667064370872637,0.1592425802079582
27060,0.08500298986247443,0.39835756764115504
27061,0.030836124452014183,0.48243158310585776
27062,0.14683798273305076,0.6248934305309881
